,id,name,comics.available,series.available,stories.available,events.available
26,1011079,Scorpion (Ultimate),1,1,1,0
27,1009565,Scourge,8,5,9,0
28,1011230,Scrambler,2,2,2,1
29,1009566,Scream (Donna Diego),10,5,10,0
30,1011242,Screwball,9,4,14,0
31,1009581,Sebastian Shaw,41,22,42,5
32,1011368,Secret Warriors,42,8,70,3
33,1009568,Selene,27,15,28,1
34,1009569,Senator Kelly,1,1,1,0
35,1009570,Sentinel,65,28,67,5
36,1011323,Sentinels,58,31,54,4
37,1009571,Sentry (Robert Reynolds),110,45,118,7
38,1011167,Ser Duncan,1,1,1,0
39,1009572,Serpent Society,9,7,10,3
40,1010345,Sersi,57,23,60,1
41,1009573,Shadow King,26,15,24,2
42,1010973,Shadow King (Age of Apocalypse),2,1,2,1
43,1009574,Shadowcat,15,11,15,0
44,1010975,Shadowcat (Age of Apocalypse),10,1,10,0
45,1010974,Shadowcat (Ultimate),9,5,13,0
46,1011406,Shadu the Shady,1,1,1,0
47,1009575,Shalla-bal,10,4,10,0
48,1009576,Shaman,48,11,54,2
49,1014979,Shane Yamada-Jones,0,0,0,0
50,1009577,Shang-Chi,115,63,268,6
51,1015001,Shang-Chi (Ultimate),8,5,10,0
52,1009578,Shanna the She-Devil,75,30,92,1
53,1010712,Shape,5,4,6,0
54,1009579,Shard,28,5,34,1
55,1009228,Sharon Carter,114,44,141,4
56,1010895,Sharon Ventura,9,4,17,0
57,1009580,Shatterstar,136,35,161,5
58,1017111,She-Hulk (HAS),1,1,1,0
59,1009583,She-Hulk (Jennifer Walters),494,161,567,15
60,1011392,She-Hulk (Lyra),24,6,32,3
61,1017331,She-Hulk (Marvel War of Heroes),0,0,0,0
62,1011393,She-Hulk (Ultimate),2,2,2,0
63,1015035,Shen,0,0,0,0
64,1011168,Sheva Callister,0,0,0,0
65,1011093,Shi'Ar,16,10,16,1
66,1011381,Shinko Yamashiro,0,0,0,0
67,1009582,Shinobi Shaw,5,3,6,0
68,1009584,Shiva,6,4,5,0
69,1011394,Shiver Man,1,1,1,0
70,1009585,Shocker (Herman Schultz),38,25,42,4
71,1010858,Shockwave,1,1,5,0
72,1010824,Shooting Star,1,1,1,0
73,1009586,Shotgun,4,4,3,0
74,1009587,Shriek,7,3,8,1
75,1009588,Sif,171,47,182,2
76,1010848,Silhouette,5,4,7,2
77,1017815,Silk (Cindy Moon),56,17,56,1
78,1010856,Silk Fever,0,0,0,0
79,1010339,Silver Centurion,0,0,0,0
80,1009589,Silver Fox,14,4,17,0
81,1009590,Silver Sable,70,30,79,0
82,1009591,Silver Samurai,39,22,32,0
83,1010976,Silver Samurai (Age of Apocalypse),13,2,13,0
84,1009592,Silver Surfer,541,175,790,13
85,1010864,Silverclaw,21,6,22,0
86,1009594,Silvermane,18,11,16,1
87,1010898,Sin,55,17,71,3
88,1011265,Sinister Six,33,10,38,1
89,1014975,Sir Ram,0,0,0,0
90,1010834,Siren (Earth-93060),0,0,0,0
91,1010745,Sister Grimm,7,3,7,1
92,1011223,Skaar,77,14,96,3
93,1017101,Skaar (HAS),1,1,1,0
94,1009598,Skin,12,7,13,1
95,1011157,Skreet,5,3,4,1
96,1009599,Skrulls,132,62,141,5
97,1015002,Skrulls (Ultimate),2,2,2,0
98,1009600,Skullbuster (Cylla Markham),3,3,3,0
99,1011057,Slapstick,32,10,35,5
0,1011070,Slayback,1,1,1,0
1,1009601,Sleeper,6,4,6,0
2,1010761,Sleepwalker,13,8,13,1
3,1009602,Slipstream,5,2,5,0
4,1010874,Slyde,1,1,1,0
5,1009603,Smasher (Vril Rokk),17,11,10,1
6,1010845,Smiling Tiger,0,0,0,0
7,1009606,Snowbird,48,12,68,3
8,1010855,Solo (James Bourne),21,10,20,1
9,1010693,Songbird,43,14,48,2
10,1011373,Sons of the Tiger,5,4,22,0
11,1009607,Spacker Dave,0,0,0,0
12,1010705,Spectrum,39,16,39,1
13,1010833,Speed,14,10,15,3
14,1011032,Speed Demon,7,5,8,0
15,1010694,Speedball (Robert Baldwin),40,12,49,3
16,1009605,Spencer Smythe,7,3,7,0
17,1011366,Sphinx (Anath-Na Mut),0,0,0,0
18,1010727,Spider-dok,0,0,0,0
19,1009157,Spider-Girl (Anya Corazon),68,18,77,2
20,1009609,Spider-Girl (May Parker),196,37,309,1
21,1017603,Spider-Gwen (Gwen Stacy),131,41,134,2
22,1011347,Spider-Ham (Larval Earth),52,21,53,0
23,1011054,Spider-Man (1602),44,5,79,0
24,1014873,Spider-Man (2099),66,21,66,0
25,1016452,Spider-Man (Ai Apaec),15,2,29,0
26,1014858,Spider-Man (Ben Reilly),65,20,66,1
27,1012200,Spider-Man (House of M),0,0,0,0
28,1017332,Spider-Man (LEGO Marvel Super Heroes),0,0,0,0
29,1011114,Spider-Man (Marvel Zombies),8,4,8,0
30,1017305,Spider-Man (Marvel: Avengers Alliance),0,0,0,0
31,1016181,Spider-Man (Miles Morales),342,101,354,2
32,1012295,Spider-Man (Noir),16,6,17,0
33,1009610,Spider-Man (Peter Parker),4167,1085,6159,38
34,1011377,Spider-Man (Takuya Yamashiro),0,0,0,0
35,1011010,Spider-Man (Ultimate),260,45,351,0
36,1010795,Spider-Woman (Charlotte Witter),11,6,14,1
37,1009608,Spider-Woman (Jessica Drew),288,94,301,14
38,1010794,Spider-Woman (Mattie Franklin),16,5,16,1
39,1009614,Spiral (Rita Wayword),50,22,52,4
40,1011158,Spirit,0,0,0,0
41,1010899,Spitfire,29,14,33,1
42,1009616,Spot,16,10,20,2
43,1011180,Sprite,0,0,0,0
44,1009617,Spyke,0,0,0,0
45,1014905,Squadron Sinister,9,3,9,0
46,1010814,Squadron Supreme (Earth-712),52,17,68,0
47,1010860,Squirrel Girl,123,46,126,2
48,1009618,Stacy X,37,19,36,1
49,1015003,Stacy X (Ultimate),2,1,2,0
50,1011307,Star Brand,31,11,46,1
51,1010733,Star-Lord (Peter Quill),99,38,142,4
52,1009621,Starbolt,9,6,6,1
53,1010764,Stardust,2,2,2,1
54,1011084,Starfox,38,15,41,1
55,1011341,Starhawk (Stakar Ogord),29,2,48,0
56,1011078,Starjammers,30,17,28,0
57,1009622,Stark Industries,0,0,0,0
58,1010828,Stature,32,13,30,3
59,1010889,Steel Serpent (Davos),16,5,19,0
60,1012230,Stegron,6,4,7,0
61,1011159,Stellaris,2,1,4,0
62,1009625,Stepford Cuckoos,43,14,44,5
63,1009615,Stephanie de la Spiroza,0,0,0,0
64,1010901,Stephen Strange,10,6,12,1
65,1010326,Steve Rogers,43,25,40,1
66,1009626,Stick,17,7,19,1
67,1009627,Stilt-Man (Wibur Day),10,9,13,0
68,1009628,Stingray (Walter Newell),33,15,35,2
69,1010327,Stone Men,0,0,0,0
70,1009629,Storm,859,221,998,30
71,1010979,Storm (Age of Apocalypse),12,3,11,1
72,1017309,Storm (Marvel Heroes),0,0,0,0
73,1010978,Storm (Ultimate),65,13,118,0
74,1011062,Stranger,7,6,5,0
75,1011051,Strong Guy,66,14,72,2
76,1009632,Stryfe,49,21,55,1
77,1011225,Stryfe (Ultimate),0,0,0,0
78,1010791,Sub-Mariner,565,175,790,14
79,1009631,Sue Storm,40,16,59,1
80,1011212,Sugar Man,4,2,4,1
81,1009635,Sumo,3,1,4,0
82,1009636,Sunfire,84,38,95,6
83,1010981,Sunfire (Age of Apocalypse),7,3,6,1
84,1009637,Sunset Bain,9,2,9,0
85,1009638,Sunspot,204,62,227,12
86,1015280,Super Hero Squad,16,5,30,0
87,1011022,Super-Adaptoid,12,9,15,0
88,1009639,Super-Skrull,31,22,35,3
89,1011232,Supernaut,11,2,19,1
90,1011160,Supreme Intelligence,15,6,17,0
91,1010695,Surge,27,10,36,1
92,1011477,Surtur,15,8,20,2
93,1011172,Susan Delgado,0,0,0,0
94,1011075,Swarm,2,2,2,0
95,1011017,Sway,1,1,1,0
96,1009640,Switch,4,1,5,0
97,1017852,Sword Master (Sword Master),25,7,25,0
98,1009641,Swordsman,60,25,56,4
99,1010982,Swordsman (Jacques Duquesne),4,2,4,1
0,1009642,Sym,2,1,3,0
1,1009643,Synch,18,12,18,1
0,1009644,T'Challa,8,5,7,0
1,1011042,Tag,10,4,12,0
2,1009646,Talisman (Elizabeth Twoyoungmen),10,2,10,1
3,1010753,Talkback (Chase Stein),6,3,6,1
4,1011395,Talon (Fraternity of Raptors),1,1,1,0
5,1011161,Talos,1,1,1,1
6,1011149,Tana Nile,6,2,6,1
7,1010713,Tarantula (Luis Alvarez),6,3,7,1
8,1011854,Tarantula (Maria Vasquez),2,1,2,0
9,1009647,Tarot,5,2,6,0
10,1009648,Taskmaster,107,46,128,6
11,1011115,Tattoo,0,0,0,0
12,1011896,Taurus (Cornelius van Lunt),1,1,1,0
13,1013504,Technarchy,0,0,0,0
14,1011000,Ted Forrester,0,0,0,0
15,1009650,Tempest,23,13,26,2
16,1011162,Tenebrous,2,1,2,1
17,1009651,Terrax,28,19,29,1
18,1011034,Terror,13,5,13,1
19,1010819,Texas Twister,3,3,4,0
20,1011003,Thaddeus Ross,12,1,23,0
21,1009652,Thanos,282,135,309,8
22,1015004,Thanos (Ultimate),5,2,7,0
23,1011083,The 198,0,0,0,0
24,1009653,The Anarchist,2,2,5,0
25,1009654,The Call,0,0,0,0
26,1010714,The Captain,0,0,0,0
27,1012080,The Collector (Taneleer Tivan),22,18,24,0
28,1011294,The Enforcers,2,2,3,0
29,1010728,The Executioner,0,0,0,0
30,1009655,The Fallen,0,0,0,0
31,1011219,The Fury,1,1,1,0
32,1010359,The Hand,42,23,53,4
33,1010715,The Hood,40,13,42,3
34,1011295,The Howling Commandos,4,2,4,0
35,1014986,The Hunter,0,0,0,0
36,1010998,The Initiative,18,2,24,2
37,1017103,The Leader (HAS),0,0,0,0
38,1011216,The Liberteens,1,1,2,1
39,1011215,The Liberty Legion,0,0,0,0
40,1011018,The Order,18,3,27,1
41,1009656,The Phantom,0,0,0,0
42,1009657,The Professor,6,2,5,0
43,1011211,The Renegades,2,2,1,1
44,1011110,The Santerians,0,0,0,0
45,1009658,The Shiver Man,0,0,0,0
46,1009659,The Spike,0,0,0,0
47,1009660,The Stranger,11,9,7,1
48,1011112,The Twelve,13,1,18,0
49,1009661,The Watchers,16,10,17,1
50,1011181,Thena,19,7,22,0
51,1009662,Thing,947,238,1200,23
52,1017313,Thing (Marvel Heroes),0,0,0,0
53,1010983,Thing (Ultimate),49,19,62,0
54,1009664,Thor,1826,532,2740,27
55,1017576,Thor (Goddess of Thunder),57,30,57,3
56,1017106,Thor (MAA),0,0,0,0
57,1017315,Thor (Marvel Heroes),0,0,0,0
58,1017328,Thor (Marvel War of Heroes),0,0,0,0
59,1017302,Thor (Marvel: Avengers Alliance),0,0,0,0
60,1011025,Thor (Ultimate),54,24,61,0
61,1010820,Thor Girl,16,3,19,4
62,1010885,Thunderball,14,10,13,1
63,1009666,Thunderbird (John Proudstar),33,21,30,2
64,1009667,Thunderbird (Neal Shaara),36,8,47,1
65,1009668,Thunderbolt (Bill Carver),1,1,1,0
66,1014812,Thunderbolt Ross,18,9,26,0
67,1010360,Thunderbolts,282,46,427,11
68,1011304,Thundra,16,11,20,2
69,1009669,Tiger Shark,24,15,31,1
70,1011237,Tiger's Beautiful Daughter,9,2,14,1
71,1009670,Tigra (Greer Nelson),127,44,149,12
72,1010857,Timeslip,0,0,0,0
73,1011345,Tinkerer,14,10,12,1
74,1011960,Tippy Toe,7,7,7,0
75,1010669,Titania,46,23,54,1
76,1009672,Titanium Man (Topolov),29,14,39,2
77,1009673,Toad,47,30,41,3
78,1009674,Toad Men,2,1,4,0
79,1011166,Tomas,0,0,0,0
80,1009675,Tombstone,46,21,56,0
81,1010328,Tomorrow Man,11,3,19,0
82,1009624,Tony Stark,46,28,58,4
83,1011309,Toro (Thomas Raymond),33,16,31,2
84,1009676,Toxin,8,3,13,0
85,1009692,Toxin (Eddie Brock),68,28,81,2
86,1010822,Trauma,19,2,25,4
87,1011978,Trevor Fitzroy,3,1,5,0
88,1010825,Triathlon,41,10,48,1
89,1009671,Trish Tilby,0,0,0,0
90,1010335,Triton,64,33,72,5
91,1011352,True Believers,5,1,5,0
92,1011047,Turbo,8,2,8,0
93,1009678,Tusk,6,3,7,0
94,1010852,Two-Gun Kid,135,7,459,0
95,1009679,Tyger Tiger,6,5,6,0
96,1010369,Typhoid Mary,44,19,55,2
97,1009680,Tyrannus,14,8,12,0
0,1011315,U-Foes,5,4,7,1
1,1009681,U-Go Girl,14,2,24,0
2,1009682,U.S. Agent,70,26,79,2
3,1009683,Uatu The Watcher,77,37,101,3
4,1010358,Ulik,41,12,50,1
5,1016825,Ultimate Spider-Man (USM),19,8,19,0
6,1010803,Ultimates,127,35,135,1
7,1009684,Ultimatum,17,9,18,0
8,1011311,Ultimo,7,3,12,0
9,1011125,Ultra-Adaptoid,1,1,1,0
10,1010847,Ultragirl (Earth-93060),1,1,1,0
11,1009685,Ultron,116,53,130,6
12,1009686,Umar,17,6,20,0
13,1010862,Unicorn,7,3,12,1
14,1010985,Union Jack (Brian Falsworth),4,3,4,0
15,1010696,Union Jack (Joseph Chapman),27,13,27,0
16,1010984,Union Jack (Montgomery Falsworth),19,4,18,0
17,1009687,Unus,12,10,8,1
18,1010987,Unus (Age of Apocalypse),1,1,1,1
19,1010988,Unus (House of M),0,0,0,0
20,1010986,Unus (Ultimate),0,0,0,0
0,1009525,Valeria Richards,80,14,87,4
1,1017841,Valkyrie (Exiles),12,1,12,0
2,1010350,Valkyrie (Samantha Parrington),17,14,18,1
3,1011239,Valkyrie (Ultimate),9,3,14,0
4,1011182,Vampiro,0,0,0,0
5,1011342,Vance Astro,31,3,52,0
6,1010989,Vanisher (Age of Apocalypse),0,0,0,0
7,1011365,Vanisher (Telford Porter),12,4,13,2
8,1009689,Vanisher (Ultimate),3,3,2,0
9,1011316,Vapor,0,0,0,0
10,1009690,Vargas,15,3,19,0
11,1010872,Vector,0,0,0,0
12,1011231,Veda,11,2,20,1
13,1009691,Vengeance (Michael Badilino),37,4,60,1
14,1009663,Venom (Flash Thompson),118,30,125,1
15,1010788,Venom (Mac Gargan),24,11,25,5
16,1011128,Venom (Ultimate),8,6,7,0
17,1011106,Venus (Siren),8,5,9,2
18,1009693,Venus Dee Milo,10,3,14,0
19,1010353,Vermin (Edward Whelan),15,6,19,2
20,1009694,Vertigo (Savage Land Mutate),28,15,25,3
21,1011066,Victor Mancha,9,7,8,0
22,1010324,Victor Von Doom,39,22,45,0
23,1011261,Vin Gonzales,4,1,4,0
24,1009695,Vindicator,30,11,34,2
25,1010666,Violations,0,0,0,0
26,1009696,Viper,48,22,46,1
27,1010697,Virginia Dare,7,1,7,0
28,1009697,Vision,556,164,632,15
29,1009698,Vivisector,16,4,20,0
30,1011011,Vulcan (Gabriel Summers),23,11,20,1
31,1009699,Vulture (Adrian Toomes),97,47,104,1
32,1010990,Vulture (Blackie Drago),1,1,1,0
0,1010849,Wallflower,10,1,19,0
1,1011267,Wallop,0,0,0,0
2,1009700,Wallow,0,0,0,0
3,1009701,War (Abraham Kieros),13,5,13,2
4,1017322,War Machine (Iron Man 3 - The Official Game),0,0,0,0
5,1017834,War Machine (James Rhodes),92,24,110,4
6,1017304,War Machine (Marvel: Avengers Alliance),0,0,0,0
7,1010991,War Machine (Parnell Jacobs),1,1,1,0
8,1011226,War Machine (Ultimate),3,2,3,1
9,1009703,Warbird,31,9,33,3
10,1011121,Warbound,5,2,5,0
11,1010372,Warhawk (Mitchell Tanner),8,7,8,0
12,1009704,Warlock (Janie Chin),0,0,0,0
13,1011287,Warlock (Technarchy),28,11,36,3
14,1009705,Warpath,215,45,257,5
15,1010668,Warren Worthington III,6,2,6,0
16,1009706,Warstar,9,6,5,1
17,1009707,Wasp,414,161,471,14
18,1010992,Wasp (Ultimate),28,12,35,0
19,1017853,Wave (Wave),15,3,15,0
20,1011133,Weapon Omega,9,5,10,1
21,1009709,Weapon X,46,19,48,1
22,1011402,Wendell Rand,6,1,6,0
23,1010742,Wendell Vaughn,0,0,0,0
24,1009710,Wendigo,22,10,28,0
25,1010765,Werewolf By Night,90,30,103,0
26,1011588,Whiplash (Anton Vanko),5,3,5,0
27,1009711,Whiplash (Mark Scarlotti),11,6,14,0
28,1010348,Whirlwind,33,21,33,1
29,1010342,Whistler,0,0,0,0
30,1009712,White Queen (Adrienne Frost),0,0,0,0
31,1010853,White Tiger (Angela Del Toro),51,12,54,5
32,1016838,White Tiger (USM),0,0,0,0
33,1011425,Whizzer (Stanley Stewart),2,1,2,0
34,1009714,Wiccan,68,34,68,4
35,1009715,Wild Child,49,17,48,1
36,1010994,Wild Child (Age of Apocalypse),8,3,7,1
37,1011067,Wild Pack,8,4,7,0
38,1009716,Wildside,19,6,19,0
39,1009633,William Stryker,11,5,15,0
40,1010680,Wilson Fisk,0,0,0,0
41,1011009,Wind Dancer,15,2,30,1
42,1010740,Winter Soldier,216,106,232,11
43,1011043,Wither,10,2,15,0
44,1011290,Wolf Cub,0,0,0,0
45,1011281,Wolfpack,14,4,14,0
46,1009717,Wolfsbane,136,35,163,6
47,1010995,Wolfsbane (Age of Apocalypse),1,1,1,0
48,1010729,Wolver-dok,0,0,0,0
49,1009718,Wolverine,2569,696,3577,42
50,1017297,Wolverine (LEGO Marvel Super Heroes),0,0,0,0
51,1017325,Wolverine (Marvel War of Heroes),0,0,0,0
52,1011006,Wolverine (Ultimate),98,26,144,0
53,1017479,Wolverine (X-Men: Battle of the Atom),0,0,0,0
54,1009719,Wonder Man,260,92,314,8
55,1009720,Wong,99,34,108,3
56,1015005,Wong (Ultimate),3,2,2,0
57,1010737,Wraith,14,8,16,2
58,1010884,Wrecker,12,9,14,1
59,1010883,Wrecking Crew,15,10,16,1
0,1009722,X-23,229,62,244,5
1,1010804,X-51,0,0,0,0
2,1011418,X-Babies,14,6,14,0
3,1009723,X-Cutioner,4,4,5,0
4,1010738,X-Factor,215,43,271,10
5,1010739,X-Factor Investigations,14,1,27,0
6,1009724,X-Force,330,48,541,8
7,1009725,X-Man,110,31,184,5
8,1009726,X-Men,3626,897,5300,42
9,1011109,X-Men (Ultimate),186,27,309,0
10,1010875,X-Ray (James Darnell),0,0,0,0
11,1010806,X-Statix,46,10,55,1
12,1009732,X.S.E.,0,0,0,0
13,1011094,Xavin,2,2,2,0
14,1009734,Xorn (Kuan-Yin Xorn),22,11,27,1
0,1009736,Yellow Claw,26,11,31,0
1,1009737,Yellowjacket (Hank Pym),89,24,91,6
2,1010996,Yellowjacket (Rita DeMara),9,4,9,1
3,1011542,Yondu,48,11,70,1
4,1010698,Young Avengers,78,25,81,4
5,1011277,Young X-Men,18,2,26,0
0,1009738,Zaladane,15,11,11,1
1,1010841,Zaran,19,4,30,1
2,1010716,Zarda,3,3,2,0
3,1011163,Zarek,0,0,0,0
4,1009739,Zeigeist,0,0,0,0
5,1010780,Zemo,15,9,12,1
6,1011515,Zeus,36,13,43,0
7,1011127,Zodiak,1,1,1,0
8,1009741,Zombie (Simon Garth),1,1,1,0
9,1011183,Zuras,3,3,3,0
10,1009742,Zzzax,5,4,6,0
0,1011334,3-D Man,12,3,21,1
1,1017100,A-Bomb (HAS),4,2,7,0
2,1009144,A.I.M.,51,34,54,0
3,1010699,Aaron Stack,14,3,27,0
4,1009146,Abomination (Emil Blonsky),55,27,65,1
5,1016823,Abomination (Ultimate),2,2,3,0
6,1009148,Absorbing Man,96,48,109,4
7,1009149,Abyss,8,3,8,1
8,1010903,Abyss (Age of Apocalypse),3,3,2,1
9,1011266,Adam Destine,0,0,0,0
10,1010354,Adam Warlock,188,82,217,8
11,1010846,Aegis (Trey Rollins),0,0,0,0
12,1017851,Aero (Aero),29,5,29,0
13,1012717,Agatha Harkness,20,10,24,0
14,1011297,Agent Brand,29,7,33,0
15,1011031,Agent X (Nijo),18,3,23,0
16,1009150,Agent Zero,29,10,31,0
17,1011198,Agents of Atlas,45,13,52,1
18,1011175,Aginar,0,0,0,0
19,1011136,Air-Walker (Gabriel Lan),4,3,3,1
20,1011176,Ajak,4,1,8,1
21,1010870,Ajaxis,0,0,0,0
22,1011194,Akemi,0,0,0,0
23,1011170,Alain,0,0,0,0
24,1009240,Albert Cleary,0,0,0,0
25,1011120,Albion,1,1,1,0
26,1010836,Alex Power,18,6,25,0
27,1010755,Alex Wilder,9,4,9,0
28,1011214,Alexa Mendez,0,0,0,0
29,1009497,Alexander Pierce,1,1,1,0
30,1014990,Alice,0,0,0,0
31,1009435,Alicia Masters,60,20,84,2
32,1010370,Alpha Flight,208,40,378,7
33,1011324,Alpha Flight (Ultimate),2,1,4,0
34,1011164,Alvin Maker,0,0,0,0
35,1011227,Amadeus Cho,149,34,176,5
36,1009567,Amanda Sefton,0,0,0,0
37,1011382,Amazoness,0,0,0,0
38,1011361,American Eagle (Jason Strongbow),6,2,6,0
39,1009151,Amiko,12,3,12,1
40,1010672,Amora,8,3,8,0
41,1010673,Amphibian (Earth-712),4,3,3,0
42,1010905,Amun,0,0,0,0
43,1009152,Ancient One,30,11,34,2
44,1016824,Ancient One (Ultimate),2,2,1,0
45,1011684,Angel (Angel Salvadore),5,4,3,0
46,1011396,Angel (Thomas Halloway),10,5,9,0
47,1011338,Angel (Ultimate),19,3,32,0
48,1009153,Angel (Warren Worthington III),114,45,120,5
49,1017574,Angela (Aldrif Odinsdottir),37,15,37,1
50,1010674,Anita Blake,9,1,49,0
51,1009346,Anne Marie Hoag,0,0,0,0
52,1009154,Annihilus,66,31,83,1
53,1011301,Anole,5,4,5,0
54,1010802,Ant-Man (Eric O'Grady),44,14,43,7
55,1009155,Ant-Man (Hank Pym),41,28,44,1
56,1010801,Ant-Man (Scott Lang),120,52,142,2
57,1011208,Anthem,11,2,20,1
58,1009156,Apocalypse,126,58,126,6
59,1011253,Apocalypse (Ultimate),3,1,6,0
60,1010866,Aqueduct,0,0,0,0
61,1010773,Arachne,6,2,8,1
62,1017438,Araña,22,8,20,0
63,1009158,Arcade,28,19,29,2
64,1010686,Arcana,2,2,1,0
65,1009159,Archangel,562,139,622,20
66,1009160,Arclight,14,5,14,3
67,1010784,Ares,64,31,75,5
68,1011275,Argent,0,0,0,0
69,1011012,Armadillo,1,1,2,0
70,1011298,Armor (Hisako Ichiki),29,12,29,0
71,1010827,Armory,1,1,2,1
72,1009740,Arnim Zola,23,10,25,2
73,1010748,Arsenic,0,0,0,0
74,1009161,Artiee,0,0,0,0
75,1010718,Asgardian,0,0,0,0
76,1009162,Askew-Tronics,0,0,0,0
77,1010835,Asylum,0,0,0,0
78,1010336,Atlas (Team),8,5,6,0
79,1011758,Attuma,37,22,44,1
80,1009163,Aurora,82,18,94,4
81,1009164,Avalanche,47,20,54,7
82,1009165,Avengers,2037,624,2868,33
83,1015239,Avengers (Ultimate),39,11,33,0
84,1011766,Azazel (Mutant),3,3,4,0
85,1011456,Balder,98,28,123,3
86,1009168,Banshee,180,53,204,10
87,1009596,Banshee (Theresa Rourke),155,31,178,6
88,1011778,Baron Mordo (Karl Mordo),17,9,21,1
89,1009169,Baron Strucker,44,19,52,1
90,1009170,Baron Zemo (Heinrich Zemo),37,23,40,1
91,1010906,Baron Zemo (Helmut Zemo),33,17,35,0
92,1011137,Baroness S'Bak,1,1,1,1
93,1011354,Barracuda,4,3,5,0
94,1009550,Bart Rozum,0,0,0,0
95,1009171,Bastion,37,20,37,2
96,1009172,Batroc the Leaper,30,15,36,0
97,1009173,Battering Ram,2,2,2,0
98,1011785,Battlestar,9,4,16,1
99,1009174,Beak,17,5,18,1
0,1009175,Beast,820,218,913,30
1,1010909,Beast (Earth-311),0,0,0,0
2,1010908,Beast (Ultimate),49,10,90,0
3,1009176,Becatron,0,0,0,0
4,1009177,Bedlam,8,6,7,0
5,1009178,Beef,1,1,1,0
6,1009179,Beetle (Abner Jenkins),19,11,26,2
7,1011793,Belasco,2,1,4,0
8,1009329,Ben Grimm,46,18,67,1
9,1009489,Ben Parker,21,10,25,0
10,1011346,Ben Reilly,17,9,17,0
11,1010782,Ben Urich,53,27,58,4
12,1010829,Bengal,9,3,10,3
13,1009180,Beta-Ray Bill,51,24,58,3
14,1011907,Bethany Cabe,24,4,42,0
15,1010325,Betty Brant,26,14,29,1
16,1009548,Betty Ross,70,18,118,1
17,1011138,Beyonder,16,10,15,2
18,1011296,Bi-Beast,0,0,2,0
19,1010843,Big Bertha,6,3,6,0
20,1009181,Big Wheel,2,2,2,0
21,1011262,Bill Hollister,0,0,0,0
22,1009182,Bishop,304,70,384,8
23,1011224,Bishop (Ultimate),1,1,1,0
24,1009183,Black Bird,0,0,0,0
25,1009184,Black Bolt,161,71,176,10
26,1017330,Black Bolt (Marvel War of Heroes),0,0,0,0
27,1009185,Black Cat,213,77,241,5
28,1010910,Black Cat (Ultimate),5,2,5,0
29,1010859,Black Crow,1,1,2,0
30,1011809,Black Knight (Dane Whitman),82,23,84,1
31,1009186,Black Knight (Sir Percy of Scandia),107,58,106,3
32,1009187,Black Panther,697,238,917,17
33,1017838,Black Panther (Shuri),41,17,43,0
34,1011130,Black Panther (Ultimate),8,4,11,0
35,1010356,Black Queen,2,2,2,0
36,1010687,Black Tarantula,23,10,27,1
37,1009188,Black Tom,15,8,14,1
38,1009189,Black Widow,586,223,669,16
39,1017296,Black Widow (LEGO Marvel Super Heroes),0,0,0,0
40,1010911,Black Widow (Ultimate),18,10,18,0
41,1011498,Black Widow (Yelena Belova),14,6,14,0
42,1017109,Black Widow/Natasha Romanoff (MAA),1,1,1,0
43,1009190,Blackheart,9,4,10,0
44,1010881,Blacklash,5,4,6,0
45,1011349,Blackout,5,4,8,0
46,1009191,Blade,104,49,119,3
47,1009195,Blastaar,36,22,46,3
48,1010830,Blazing Skull,3,3,3,0
49,1011291,Blindfold,24,8,24,0
50,1011836,Bling!,15,6,15,0
51,1009197,Blink,63,23,67,3
52,1009198,Blizzard,13,8,17,1
53,1009199,Blob,76,31,79,7
54,1011132,Blob (Ultimate),14,4,22,0
55,1009200,Blockbuster,12,8,11,2
56,1009201,Blok,6,2,5,0
57,1009202,Bloke,3,2,2,0
58,1011416,Blonde Phantom,18,3,28,0
59,1011073,Bloodaxe,5,1,6,0
60,1009203,Bloodscream,5,2,6,0
61,1009204,Bloodstorm,23,6,25,0
62,1010850,Bloodstrike,0,0,0,0
63,1011113,Blue Blade,1,1,1,0
64,1011339,Blue Marvel,33,9,38,5
65,1011264,Blue Shield,1,1,1,0
66,1010688,Blur,3,3,3,0
67,1011119,"Bob, Agent of Hydra",7,6,8,1
68,1010366,Boom Boom,68,19,76,7
69,1009205,Boomer,62,12,73,2
70,1010371,Boomerang,45,26,49,2
71,1009206,Box,7,3,10,0
72,1011236,Bride of Nine Spiders (Immortal Weapons),10,2,14,1
73,1014981,Bromley,0,0,0,0
74,1009208,Brood,44,17,46,3
75,1011090,Brother Voodoo,11,10,11,1
76,1009209,Brotherhood of Evil Mutants,30,13,34,0
77,1014973,Brotherhood of Mutants (Ultimate),13,4,18,0
78,1009167,Bruce Banner,126,31,177,7
79,1009210,Brute,9,6,7,1
80,1009211,Bucky,83,37,97,1
81,1011038,Bug,3,3,6,1
82,1010887,Bulldozer,7,4,8,0
83,1009212,Bullseye,128,59,140,4
84,1009213,Bushwacker,12,8,13,1
85,1011101,Butterfly,8,1,9,0
86,1009214,Cable,441,121,609,12
87,1017317,Cable (Deadpool),38,10,29,2
88,1017307,Cable (Marvel: Avengers Alliance),0,0,0,0
89,1011252,Cable (Ultimate),2,1,4,0
90,1017472,Cable (X-Men: Battle of the Atom),0,0,0,0
91,1011209,Calamity,11,2,20,1
92,1009216,Caliban,71,16,77,6
93,1009217,Callisto,38,10,35,2
94,1010912,Callisto (Age of Apocalypse),1,1,1,1
95,1009218,Calypso,6,3,6,1
